localidade,uf,cep,tipo,nome,ch_bai,bairro,ch_loc,tip_log,prefixo,cxa_pos,endlimpo,endereco,descricao,logradouro,complemento
ANHUMAS,SP,19580000,<blank>,<blank>,0,<blank>,8894,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANICUNS,GO,76170000,<blank>,<blank>,0,<blank>,2067,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANIL,MA,0,<blank>,<blank>,0,<blank>,2382,0,<blank>,0,CidadeDeCEPUnico,VER > SAO LUIS,Cidade De CEP Unico,<blank>,<blank>
ANIL (MERUOCA),CE,62137000,<blank>,<blank>,0,<blank>,12077,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANINGAS (HORIZONTE),CE,62897000,<blank>,<blank>,0,<blank>,1147,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANISIO DE ABREU,PI,64780000,<blank>,<blank>,0,<blank>,5518,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANITA GARIBALDI,SC,88590000,<blank>,<blank>,0,<blank>,8337,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANITAPOLIS,SC,88475000,<blank>,<blank>,0,<blank>,8338,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANJINHOS (SANTANA DO CARIRI),CE,63193000,<blank>,<blank>,0,<blank>,1148,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANORI,AM,69440000,<blank>,<blank>,0,<blank>,195,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTA (SAPUCAIA),RJ,25882000,<blank>,<blank>,0,<blank>,6846,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTA GORDA,RS,95980000,<blank>,<blank>,0,<blank>,7412,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTA GORDA (VIDEIRA),SC,89569000,<blank>,<blank>,0,<blank>,8339,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTARI (BARRA DO MENDES),BA,44996001,<blank>,<blank>,0,<blank>,12105,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTAS,BA,48420000,<blank>,<blank>,0,<blank>,361,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTAS (LARANJEIRAS DO SUL),PR,85322000,<blank>,<blank>,0,<blank>,5772,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTAS (TELEMACO BORBA),PR,84277000,<blank>,<blank>,0,<blank>,5773,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONINA,PR,83370000,<blank>,<blank>,0,<blank>,5774,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONINA DO NORTE,CE,63570000,<blank>,<blank>,0,<blank>,1149,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO ALMEIDA,PI,64855000,<blank>,<blank>,0,<blank>,5519,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO BEZERRA,CE,0,<blank>,<blank>,0,<blank>,1150,0,<blank>,0,CidadeDeCEPUnico,VER > FORTALEZA,Cidade De CEP Unico,<blank>,<blank>
ANTONIO BRANDAO DE OLIVEIRA (JATAIZINHO),PR,86213000,<blank>,<blank>,0,<blank>,5775,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO CARDOSO,BA,44180000,<blank>,<blank>,0,<blank>,362,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO CARLOS,MG,36220000,<blank>,<blank>,0,<blank>,2683,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO CARLOS,SC,88180000,<blank>,<blank>,0,<blank>,8340,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO DIAS,MG,35177000,<blank>,<blank>,0,<blank>,2684,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO DIOGO (REDENCAO),CE,62791000,<blank>,<blank>,0,<blank>,1151,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO DOS SANTOS (CAETE),MG,34960000,<blank>,<blank>,0,<blank>,2685,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO FERREIRA (FRANCISCOPOLIS),MG,39697000,<blank>,<blank>,0,<blank>,2686,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO GONCALVES,BA,44780000,<blank>,<blank>,0,<blank>,363,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO JOAO,MS,79910000,<blank>,<blank>,0,<blank>,4114,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO KERPEL (CORONEL BICACO),RS,98583000,<blank>,<blank>,0,<blank>,7413,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO LEMOS (BREVES),PA,68803000,<blank>,<blank>,0,<blank>,4541,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO MARQUES (MARANGUAPE),CE,61994000,<blank>,<blank>,0,<blank>,1152,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO MARTINS,RN,59870000,<blank>,<blank>,0,<blank>,7132,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO OLINTO,PR,83980000,<blank>,<blank>,0,<blank>,5776,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO PEREIRA (OURO PRETO),MG,35411000,<blank>,<blank>,0,<blank>,2687,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO PRADO,RS,95250000,<blank>,<blank>,0,<blank>,7414,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTONIO PRADO DE MINAS,MG,36850000,<blank>,<blank>,0,<blank>,2688,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANTUNES (IGARATINGA),MG,35698000,<blank>,<blank>,0,<blank>,2689,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANUM NOVO (PALMEIRA DOS INDIOS),AL,57610100,<blank>,<blank>,0,<blank>,28,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANUM VELHO (PALMEIRA DOS INDIOS),AL,57610200,<blank>,<blank>,0,<blank>,29,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANUNCIACAO (SANTA IZABEL DO OESTE),PR,85654000,<blank>,<blank>,0,<blank>,5777,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ANUTIBA (ALEGRE),ES,29530000,<blank>,<blank>,0,<blank>,1812,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA,PB,58823000,<blank>,<blank>,0,<blank>,4857,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA,SP,12570000,<blank>,<blank>,0,<blank>,8896,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA (SANCLERLANDIA),GO,76163000,<blank>,<blank>,0,<blank>,2068,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA D OESTE,SP,15735000,<blank>,<blank>,0,<blank>,8897,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DE GOIAS (ITAPACI),GO,76363000,<blank>,<blank>,0,<blank>,2070,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DE MINAS (FRUTAL),MG,38205000,<blank>,<blank>,0,<blank>,2690,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DE MONTE ALTO (MONTE ALTO),SP,15915000,<blank>,<blank>,0,<blank>,8898,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DE SAO MANUEL (SAO MANUEL),SP,18655000,<blank>,<blank>,0,<blank>,8899,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DO BONITO (SANTA RITA D OESTE),SP,15783000,<blank>,<blank>,0,<blank>,8900,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DO IVAI (SANTA MONICA),PR,87919000,<blank>,<blank>,0,<blank>,12790,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DO MUNDO NOVO (MONTES CLAROS),MG,39429100,<blank>,<blank>,0,<blank>,14252,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DO OESTE (TUNEIRAS DO OESTE),PR,87455000,<blank>,<blank>,0,<blank>,5778,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DO RIO CLARO (MONTES CLAROS DE GOIAS),GO,76256000,<blank>,<blank>,0,<blank>,2071,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DO RIO DOCE,GO,75827000,<blank>,<blank>,0,<blank>,2072,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DO RIO NEGRO,TO,77620000,<blank>,<blank>,0,<blank>,9799,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APARECIDA DO TABOADO,MS,79570000,<blank>,<blank>,0,<blank>,4115,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APERIBE,RJ,28495000,<blank>,<blank>,0,<blank>,6847,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APEU (CASTANHAL),PA,68747000,<blank>,<blank>,0,<blank>,4542,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APIABA (IMBITUVA),PR,84433000,<blank>,<blank>,0,<blank>,5779,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APIACA,ES,29450000,<blank>,<blank>,0,<blank>,1813,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APIACAS,MT,78595000,<blank>,<blank>,0,<blank>,4290,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APIAI,SP,18320000,<blank>,<blank>,0,<blank>,8901,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APIAI-MIRIM (CAPAO BONITO),SP,18309000,<blank>,<blank>,0,<blank>,8902,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APICUM-ACU,MA,65275000,<blank>,<blank>,0,<blank>,2383,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APINAGES (SAO JOAO DO ARAGUAIA),PA,68519000,<blank>,<blank>,0,<blank>,4544,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APINAJE (SAO VALERIO DA NATIVIDADE),TO,77393000,<blank>,<blank>,0,<blank>,9800,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APIUNA,SC,89135000,<blank>,<blank>,0,<blank>,8341,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APODI,RN,59700000,<blank>,<blank>,0,<blank>,7133,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APORA,BA,48350000,<blank>,<blank>,0,<blank>,364,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APORE,GO,75825000,<blank>,<blank>,0,<blank>,2073,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APOREMA (TARTARUGALZINHO),AP,68994000,<blank>,<blank>,0,<blank>,283,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APOTI (GLORIA DO GOITA),PE,55625000,<blank>,<blank>,0,<blank>,5151,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APRAZIVEL (SOBRAL),CE,62114000,<blank>,<blank>,0,<blank>,1153,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APUAREMA,BA,45355000,<blank>,<blank>,0,<blank>,365,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APUI,AM,69265000,<blank>,<blank>,0,<blank>,196,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
APUIARES,CE,62630000,<blank>,<blank>,0,<blank>,1154,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AQUIDABA,SE,49790000,<blank>,<blank>,0,<blank>,8769,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AQUIDABAN (MARIALVA),PR,86995000,<blank>,<blank>,0,<blank>,5781,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AQUIDAUANA,MS,79200000,<blank>,<blank>,0,<blank>,4116,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AQUINOPOLIS (JAGUARIBE),CE,63479000,<blank>,<blank>,0,<blank>,1155,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AQUIRAZ,CE,61700000,<blank>,<blank>,0,<blank>,1156,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARABA (OUROESTE),SP,15688000,<blank>,<blank>,0,<blank>,11092,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARABELA (OURO VERDE),SP,17925000,<blank>,<blank>,0,<blank>,8903,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARABUTA,SC,89740000,<blank>,<blank>,0,<blank>,8342,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACACU (BURI),SP,18295000,<blank>,<blank>,0,<blank>,8904,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACAGI,PB,58270000,<blank>,<blank>,0,<blank>,4858,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACAI,MG,35777000,<blank>,<blank>,0,<blank>,2691,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACAIBA (APIAI),SP,18323000,<blank>,<blank>,0,<blank>,8905,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACAJI DE MINAS (PEDRA AZUL),MG,39976000,<blank>,<blank>,0,<blank>,12683,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACARIGUAMA,SP,18147000,<blank>,<blank>,0,<blank>,8906,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACAS,BA,48108000,<blank>,<blank>,0,<blank>,366,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACAS (PARACURU),CE,62682000,<blank>,<blank>,0,<blank>,1157,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACATI,CE,62800000,<blank>,<blank>,0,<blank>,1158,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACATI DE MINAS (CATAGUASES),MG,36776000,<blank>,<blank>,0,<blank>,2692,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACATIACU (SOBRAL),CE,62111000,<blank>,<blank>,0,<blank>,1159,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACATIARA (AMONTADA),CE,62548000,<blank>,<blank>,0,<blank>,1160,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACATIBA (VIANA),ES,29138000,<blank>,<blank>,0,<blank>,1814,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACATU,BA,46130000,<blank>,<blank>,0,<blank>,367,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACE (DOMINGOS MARTINS),ES,29278000,<blank>,<blank>,0,<blank>,1815,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACI,BA,48760000,<blank>,<blank>,0,<blank>,368,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACITABA,MG,36255000,<blank>,<blank>,0,<blank>,2693,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACOIABA,CE,62750000,<blank>,<blank>,0,<blank>,1161,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACOIABA,PE,53690000,<blank>,<blank>,0,<blank>,5152,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACOIABA DA SERRA,SP,18190000,<blank>,<blank>,0,<blank>,8908,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACU,GO,75410000,<blank>,<blank>,0,<blank>,2074,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACUAI,MG,39600000,<blank>,<blank>,0,<blank>,2694,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARACUI (CASTELO),ES,29365000,<blank>,<blank>,0,<blank>,1817,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGACUI (CASEARA),TO,77683000,<blank>,<blank>,0,<blank>,9801,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGARCAS,GO,76240000,<blank>,<blank>,0,<blank>,2075,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGOIANIA,GO,75360000,<blank>,<blank>,0,<blank>,2076,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGOMINAS,TO,77845000,<blank>,<blank>,0,<blank>,9802,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUACEMA,TO,77690000,<blank>,<blank>,0,<blank>,9803,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUACU,TO,77475000,<blank>,<blank>,0,<blank>,9804,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUAIA (MARECHAL FLORIANO),ES,29258000,<blank>,<blank>,0,<blank>,1818,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUAIANA,MT,78685000,<blank>,<blank>,0,<blank>,4291,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUAINHA,MT,78615000,<blank>,<blank>,0,<blank>,4292,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUANA,MA,65368000,<blank>,<blank>,0,<blank>,2384,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUANA,TO,77855000,<blank>,<blank>,0,<blank>,9806,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUAPAZ,GO,76720000,<blank>,<blank>,0,<blank>,2077,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAGUATINS,TO,77950000,<blank>,<blank>,0,<blank>,9807,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAIOSES,MA,65570000,<blank>,<blank>,0,<blank>,2385,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAJARA (BARBALHA),CE,63183000,<blank>,<blank>,0,<blank>,1162,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAL MOREIRA,MS,79930000,<blank>,<blank>,0,<blank>,4117,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAMARI,BA,48130000,<blank>,<blank>,0,<blank>,369,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAMBARE,RS,96178000,<blank>,<blank>,0,<blank>,7415,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAME,MA,65945000,<blank>,<blank>,0,<blank>,2386,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAMINA,SP,14550000,<blank>,<blank>,0,<blank>,8909,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAMIRIM (ACUCENA),MG,35147100,<blank>,<blank>,0,<blank>,2696,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARANAU (ACARAU),CE,62585000,<blank>,<blank>,0,<blank>,1163,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARANDU,SP,18710000,<blank>,<blank>,0,<blank>,8910,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARANHA (BRUMADINHO),MG,35462000,<blank>,<blank>,0,<blank>,2697,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARANHA (COLOMBO),PR,83419000,<blank>,<blank>,0,<blank>,5782,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARANTINA,MG,37360000,<blank>,<blank>,0,<blank>,2698,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARANTINA (ACREUNA),GO,75969000,<blank>,<blank>,0,<blank>,11472,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPA (TIANGUA),CE,62328000,<blank>,<blank>,0,<blank>,1164,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPARI (ITAPIPOCA),CE,62512000,<blank>,<blank>,0,<blank>,1165,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPEI,SP,12870000,<blank>,<blank>,0,<blank>,8911,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPIRANGA (RIO DE CONTAS),BA,46177000,<blank>,<blank>,0,<blank>,370,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPIXUNA (SANTAREM),PA,68128000,<blank>,<blank>,0,<blank>,4545,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPOEMA,TO,77780000,<blank>,<blank>,0,<blank>,9808,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
